"","word","Count"
"19881","sestina",2
"19882","settlers",2
"19883","setzer",2
"19884","seventeen",2
"19885","sex",2
"19886","seze",2
"19887","sforzato",2
"19888","shabby",2
"19889","shallot",2
"19890","shane",2
"19891","sharpen",2
"19892","sharpest",2
"19893","shattered",2
"19894","sheath",2
"19895","shebang",2
"19896","sheet",2
"19897","sheldon",2
"19898","shelled",2
"19899","shelter",2
"19900","sherbert",2
"19901","sherwood",2
"19902","shiaz",2
"19903","shield",2
"19904","shirazâ",2
"19905","shiso",2
"19906","shiverick",2
"19907","shoes",2
"19908","shoppers",2
"19909","shopping",2
"19910","shops",2
"19911","shored",2
"19912","shortcomings",2
"19913","shorthand",2
"19914","shouldâ",2
"19915","shovelful",2
"19916","shoving",2
"19917","showering",2
"19918","shrieks",2
"19919","shrines",2
"19920","shutting",2
"19921","shyness",2
"19922","sichel",2
"19923","sieg",2
"19924","siepi",2
"19925","sift",2
"19926","signaled",2
"19927","signed",2
"19928","significance",2
"19929","signifies",2
"19930","signing",2
"19931","signorello",2
"19932","silage",2
"19933","silkâ",2
"19934","silvaspoons",2
"19935","sima",2
"19936","simaens",2
"19937","simard",2
"19938","simi",2
"19939","similarâ",2
"19940","simone",2
"19941","simpatico",2
"19942","simplerâ",2
"19943","singeing",2
"19944","singled",2
"19945","sinkâ",2
"19946","sinking",2
"19947","sinuously",2
"19948","sippedâ",2
"19949","sipperâ",2
"19950","siran",2
"19951","sirat",2
"19952","sireci",2
"19953","siro",2
"19954","sisquoc",2
"19955","sited",2
"19956","sketch",2
"19957","skews",2
"19958","skilled",2
"19959","skimping",2
"19960","skinless",2
"19961","skinner",2
"19962","skipped",2
"19963","skipping",2
"19964","skirting",2
"19965","skyline",2
"19966","slabs",2
"19967","slamming",2
"19968","slang",2
"19969","slaps",2
"19970","slaw",2
"19971","sleeker",2
"19972","slept",2
"19973","slew",2
"19974","sliders",2
"19975","slighlty",2
"19976","slings",2
"19977","sloshes",2
"19978","slower",2
"19979","slows",2
"19980","slumbering",2
"19981","slumbers",2
"19982","smarties",2
"19983","smeared",2
"19984","smellsâ",2
"19985","smelly",2
"19986","smidges",2
"19987","smiles",2
"19988","smoothie",2
"19989","snag",2
"19990","snagged",2
"19991","snapping",2
"19992","snippet",2
"19993","snowmelt",2
"19994","snuff",2
"19995","snyman",2
"19996","society",2
"19997","sodamagri",2
"19998","softâ",2
"19999","softenting",2
"20000","sogevinus",2
"20001","soiled",2
"20002","soilsâ",2
"20003","soirã",2
"20004","sokol",2
"20005","solaia",2
"20006","solved",2
"20007","solvent",2
"20008","somber",2
"20009","somers",2
"20010","sondrio",2
"20011","songâ",2
"20012","sonoro",2
"20013","soothe",2
"20014","soothingly",2
"20015","sorã",2
"20016","sorella",2
"20017","sorrentine",2
"20018","sorrento",2
"20019","souchong",2
"20020","sounding",2
"20021","sourâ",2
"20022","sourceâ",2
"20023","sours",2
"20024","southing",2
"20025","souvenir",2
"20026","spadafora",2
"20027","spaniel",2
"20028","spanna",2
"20029","sparklerâ",2
"20030","sparr",2
"20031","spatlese",2
"20032","spawns",2
"20033","spearheaded",2
"20034","species",2
"20035","specifics",2
"20036","specs",2
"20037","speri",2
"20038","spezzatino",2
"20039","sphere",2
"20040","spicedâ",2
"20041","spins",2
"20042","spirituous",2
"20043","spitting",2
"20044","spivak",2
"20045","splashing",2
"20046","splashy",2
"20047","spoleto",2
"20048","spotless",2
"20049","spotted",2
"20050","springhill",2
"20051","spruces",2
"20052","spurred",2
"20053","squab",2
"20054","squall",2
"20055","squeak",2
"20056","squid",2
"20057","sryah",2
"20058","stability",2
"20059","staggering",2
"20060","staging",2
"20061","stain",2
"20062","stainer",2
"20063","stalker",2
"20064","stalwarts",2
"20065","stamina",2
"20066","stanching",2
"20067","standoffish",2
"20068","standoutsâ",2
"20069","stang",2
"20070","starch",2
"20071","stargaze",2
"20072","starrs",2
"20073","starry",2
"20074","starsâ",2
"20075","startedâ",2
"20076","startingly",2
"20077","staunchness",2
"20078","stealthy",2
"20079","steamier",2
"20080","steele",2
"20081","steepness",2
"20082","steered",2
"20083","steering",2
"20084","steinbach",2
"20085","steinbeck",2
"20086","stelling",2
"20087","stemming",2
"20088","stemmler",2
"20089","stephane",2
"20090","sterner",2
"20091","sterza",2
"20092","stickie",2
"20093","stiling",2
"20094","stilton",2
"20095","stint",2
"20096","stockade",2
"20097","stocked",2
"20098","stomping",2
"20099","stonefruits",2
"20100","stong",2
"20101","stonier",2
"20102","stories",2
"20103","stottle",2
"20104","stow",2
"20105","straddled",2
"20106","straighforward",2
"20107","straightahead",2
"20108","straightening",2
"20109","straitlaced",2
"20110","strapped",2
"20111","stratospheric",2
"20112","strayed",2
"20113","streamlining",2
"20114","streets",2
"20115","streisand",2
"20116","strengthen",2
"20117","stresses",2
"20118","strone",2
"20119","structuredand",2
"20120","stubbornness",2
"20121","stucture",2
"20122","student",2
"20123","students",2
"20124","studio",2
"20125","studious",2
"20126","stump",2
"20127","stupidly",2
"20128","stylishâ",2
"20129","styrian",2
"20130","styring",2
"20131","suau",2
"20132","suavely",2
"20133","suavia",2
"20134","subappellation",2
"20135","subdivided",2
"20136","subdue",2
"20137","subduedâ",2
"20138","subertum",2
"20139","subjected",2
"20140","submerges",2
"20141","subordinated",2
"20142","substandard",2
"20143","substantiate",2
"20144","substituting",2
"20145","subsumes",2
"20146","subtleâ",2
"20147","succinctly",2
"20148","succulenceâ",2
"20149","sucked",2
"20150","suckling",2
"20151","sucrosity",2
"20152","sud",2
"20153","sudreau",2
"20154","suffices",2
"20155","suffix",2
"20156","sugarille",2
"20157","sugarloaf",2
"20158","sugaryâ",2
"20159","suggestively",2
"20160","suite",2
"20161","summed",2
"20162","summerer",2
"20163","summits",2
"20164","summus",2
"20165","sunlight",2
"20166","sunniest",2
"20167","sunniness",2
"20168","sunscreen",2
"20169","supã",2
"20170","superexpensive",2
"20171","superfirm",2
"20172","superhigh",2
"20173","superjuicy",2
"20174","superlatively",2
"20175","superlush",2
"20176","supermature",2
"20177","supermaturity",2
"20178","superpremium",2
"20179","superrichness",2
"20180","supersized",2
"20181","superstructure",2
"20182","supervised",2
"20183","supery",2
"20184","supplement",2
"20185","supplements",2
"20186","suppress",2
"20187","suppresses",2
"20188","suprisingly",2
"20189","suremain",2
"20190","surfaced",2
"20191","surfing",2
"20192","surmounted",2
"20193","surreal",2
"20194","surrender",2
"20195","survey",2
"20196","survive",2
"20197","surviving",2
"20198","sury",2
"20199","suscol",2
"20200","suss",2
"20201","sussex",2
"20202","sustenance",2
"20203","suvereto",2
"20204","swampy",2
"20205","swarm",2
"20206","swarthy",2
"20207","swartland",2
"20208","swartvagher",2
"20209","swat",2
"20210","swatches",2
"20211","sweden",2
"20212","sweeterâ",2
"20213","sweets",2
"20214","sweety",2
"20215","sweex0t",2
"20216","swept",2
"20217","swerving",2
"20218","swiftly",2
"20219","swims",2
"20220","swizzle",2
"20221","sworn",2
"20222","sycamore",2
"20223","sydney",2
"20224","sylphlike",2
"20225","sylvie",2
"20226","symbol",2
"20227","symbols",2
"20228","symmetrical",2
"20229","symphonic",2
"20230","syrupâ",2
"20231","syupy",2
"20232","tableâ",2
"20233","tablecloth",2
"20234","tags",2
"20235","tailgating",2
"20236","takeout",2
"20237","tal",2
"20238","talento",2
"20239","tales",2
"20240","talks",2
"20241","tamas",2
"20242","tamburini",2
"20243","tamer",2
"20244","tamjanika",2
"20245","tamping",2
"20246","tamps",2
"20247","tanaro",2
"20248","tangano",2
"20249","tangerinesâ",2
"20250","tanninic",2
"20251","tannns",2
"20252","tanos",2
"20253","tape",2
"20254","tapiz",2
"20255","tarâ",2
"20256","taranta",2
"20257","tarantella",2
"20258","tarlant",2
"20259","tarmac",2
"20260","tarriness",2
"20261","tartartic",2
"20262","tartatic",2
"20263","tarted",2
"20264","tassinaia",2
"20265","tastedâ",2
"20266","tasteless",2
"20267","tastyâ",2
"20268","tatomer",2
"20269","tauter",2
"20270","tavakoli",2
"20271","tavoularis",2
"20272","tawnys",2
"20273","taxes",2
"20274","tayac",2
"20275","tca",2
"20276","tchelistcheff",2
"20277","teaâ",2
"20278","teacher",2
"20279","tealike",2
"20280","tear",2
"20281","teaspoon",2
"20282","tebavio",2
"20283","tecture",2
"20284","television",2
"20285","temptation",2
"20286","tenderness",2
"20287","tenison",2
"20288","tequila",2
"20289","teran",2
"20290","terlo",2
"20291","termâ",2
"20292","ternay",2
"20293","terracotta",2
"20294","terrae",2
"20295","terrasses",2
"20296","terravino",2
"20297","terres",2
"20298","terrines",2
"20299","tertre",2
"20300","teryaki",2
"20301","teso",2
"20302","tesoro",2
"20303","tesseron",2
"20304","testa",2
"20305","testamatta",2
"20306","tests",2
"20307","texture.the",2
"20308","texturedâ",2
"20309","texturized",2
"20310","theoretically",2
"20311","there'a",2
"20312","thereã",2
"20313","thermidor",2
"20314","thermonuclear",2
"20315","thickest",2
"20316","thickets",2
"20317","thingâ",2
"20318","thorne",2
"20319","thou",2
"20320","thoughtfully",2
"20321","thousand",2
"20322","thousands",2
"20323","threadbare",2
"20324","threshold",2
"20325","threw",2
"20326","thriving",2
"20327","throbbing",2
"20328","throes",2
"20329","throne",2
"20330","thumbs",2
"20331","thwart",2
"20332","thymeâ",2
"20333","tierce",2
"20334","tietje",2
"20335","tikka",2
"20336","tile",2
"20337","timber",2
"20338","timpune",2
"20339","tinaquaic",2
"20340","tinkering",2
"20341","tintonegro",2
"20342","tints",2
"20343","titillate",2
"20344","toamto",2
"20345","toboni",2
"20346","toehold",2
"20347","toffoli",2
"20348","tohu",2
"20349","toil",2
"20350","token",2
"20351","tolerate",2
"20352","tondre",2
"20353","toning",2
"20354","tonneaux",2
"20355","tonnerre",2
"20356","tooths",2
"20357","toothy",2
"20358","topaz",2
"20359","torch",2
"20360","toren",2
"20361","torgiano",2
"20362","tornamira",2
"20363","torretesta",2
"20364","torrione",2
"20365","tortoise",2
"20366","tortoniano",2
"20367","toscana",2
"20368","totaling",2
"20369","touchâ",2
"20370","touchdown",2
"20371","touchstones",2
"20372","toughens",2
"20373","toughest",2
"20374","toulon",2
"20375","tours",2
"20376","tousled",2
"20377","touton",2
"20378","toyon",2
"20379","traceable",2
"20380","tracking",2
"20381","tractor",2
"20382","traded",2
"20383","trademarked",2
"20384","tradeoff",2
"20385","traditonal",2
"20386","trafford",2
"20387","trailed",2
"20388","traisental",2
"20389","tramin",2
"20390","transcending",2
"20391","transfers",2
"20392","translation",2
"20393","translucence",2
"20394","transmits",2
"20395","transplants",2
"20396","transportation",2
"20397","trap",2
"20398","trapani",2
"20399","trattorias",2
"20400","traveling",2
"20401","travis",2
"20402","treana",2
"20403","treating",2
"20404","treatmentâ",2
"20405","treats",2
"20406","treiso",2
"20407","trek",2
"20408","trellis",2
"20409","trellises",2
"20410","trento",2
"20411","trenton",2
"20412","tres",2
"20413","triad",2
"20414","tributary",2
"20415","tributes",2
"20416","trickled",2
"20417","trickling",2
"20418","trignon",2
"20419","trilussa",2
"20420","trinchero",2
"20421","trine",2
"20422","triplets",2
"20423","triumphing",2
"20424","trivento",2
"20425","trocard",2
"20426","tropicalâ",2
"20427","troteligotte",2
"20428","trough",2
"20429","truckloads",2
"20430","trumped",2
"20431","trunks",2
"20432","trust",2
"20433","tso",2
"20434","tua",2
"20435","tufaie",2
"20436","tulin",2
"20437","tumblers",2
"20438","tumbles",2
"20439","tunes",2
"20440","tunnel",2
"20441","tuoi",2
"20442","turot",2
"20443","tutiac",2
"20444","tweak",2
"20445","twentysomething",2
"20446","twilight",2
"20447","twined",2
"20448","twinges",2
"20449","twirls",2
"20450","twizzler",2
"20451","twomey",2
"20452","tyche",2
"20453","tyrrell",2
"20454","tyto",2
"20455","uberripe",2
"20456","udon",2
"20457","ugly",2
"20458","ullom",2
"20459","ultragreen",2
"20460","ultrapure",2
"20461","ultrasaturated",2
"20462","ultrasimple",2
"20463","ultraslender",2
"20464","ultrasoft",2
"20465","ultrazesty",2
"20466","umbrella",2
"20467","umriss",2
"20468","unapproachable",2
"20469","unashamedly",2
"20470","unbaked",2
"20471","unbalancing",2
"20472","unchanged",2
"20473","uncle",2
"20474","uncoil",2
"20475","uncovers",2
"20476","unctuousâ",2
"20477","undemanding",2
"20478","underachiever",2
"20479","underdone",2
"20480","undereath",2
"20481","underfoot",2
"20482","underling",2
"20483","undermines",2
"20484","underneathâ",2
"20485","underperformer",2
"20486","underpins",2
"20487","underrripe",2
"20488","understating",2
"20489","undetectable",2
"20490","undiluted",2
"20491","undisputed",2
"20492","uneventful",2
"20493","unfailing",2
"20494","unfruity",2
"20495","unfurled",2
"20496","unheralded",2
"20497","unicorn",2
"20498","unification",2
"20499","unimpressive",2
"20500","uninitiated",2
"20501","unintrusive",2
"20502","universal",2
"20503","universe",2
"20504","unloaded",2
"20505","unlocks",2
"20506","unmarked",2
"20507","unnoticed",2
"20508","unoakedâ",2
"20509","unoaky",2
"20510","unpack",2
"20511","unparalleled",2
"20512","unprecedented",2
"20513","unrelated",2
"20514","unreleased",2
"20515","unreservedly",2
"20516","unrewarding",2
"20517","unrivaled",2
"20518","unroasted",2
"20519","unstated",2
"20520","unsual",2
"20521","unsually",2
"20522","unsubtle",2
"20523","unsuitable",2
"20524","unsuspected",2
"20525","untainted",2
"20526","untapped",2
"20527","untoasted",2
"20528","untouched",2
"20529","untroubled",2
"20530","unwilling",2
"20531","upbringing",2
"20532","upcoming",2
"20533","update",2
"20534","upfrontâ",2
"20535","upgrade",2
"20536","upped",2
"20537","uppermost",2
"20538","uprights",2
"20539","upturned",2
"20540","urbans",2
"20541","uriah",2
"20542","utilize",2
"20543","uvalino",2
"20544","v.t.s",2
"20545","vacillate",2
"20546","vain",2
"20547","valbuena",2
"20548","valcolomba",2
"20549","valdiguiã",2
"20550","valdivieso",2
"20551","valentines",2
"20552","valmur",2
"20553","valos",2
"20554","valot",2
"20555","valuable",2
"20556","vanessa",2
"20557","vantage",2
"20558","variance",2
"20559","variant",2
"20560","varietalâ",2
"20561","varnishy",2
"20562","vasco",2
"20563","vaudenelles",2
"20564","vaunt",2
"20565","vaunted",2
"20566","veg",2
"20567","veglio",2
"20568","vegro",2
"20569","velcro",2
"20570","veltlinsky",2
"20571","venezia",2
"20572","vengeance",2
"20573","venise",2
"20574","venisonâ",2
"20575","venoge",2
"20576","ventana",2
"20577","ventured",2
"20578","venturi",2
"20579","verbana",2
"20580","verburg",2
"20581","verdejos",2
"20582","verdict",2
"20583","verdier",2
"20584","vergennes",2
"20585","verglesses",2
"20586","verhaeghe",2
"20587","verify",2
"20588","veritas",2
"20589","veronese",2
"20590","verrano",2
"20591","versatle",2
"20592","versfeld",2
"20593","versi",2
"20594","verveâ",2
"20595","vervy",2
"20596","vesuvio",2
"20597","vibrate",2
"20598","vibrating",2
"20599","vic",2
"20600","victorious",2
"20601","vida",2
"20602","vidiano",2
"20603","vidigueira",2
"20604","vignassa",2
"20605","vigneau",2
"20606","vignerons",2
"20607","vignoles",2
"20608","villaine",2
"20609","vineam",2
"20610","vineburg",2
"20611","vinecrest",2
"20612","vines.â",2
"20613","vinhas",2
"20614","vinify",2
"20615","violin",2
"20616","vipra",2
"20617","visibly",2
"20618","visitors",2
"20619","visual",2
"20620","vita",2
"20621","vitiano",2
"20622","viticulturalists",2
"20623","viticulturists",2
"20624","vitovska",2
"20625","viudas",2
"20626","vocabulary",2
"20627","vocal",2
"20628","voilã",2
"20629","voiles",2
"20630","voirin",2
"20631","volta",2
"20632","volteo",2
"20633","volumetrics",2
"20634","volver",2
"20635","vondrasek",2
"20636","vosges",2
"20637","vota",2
"20638","vouvrays",2
"20639","vue",2
"20640","vulcano",2
"20641","w.h",2
"20642","wading",2
"20643","wafers",2
"20644","wagon",2
"20645","wahl",2
"20646","waif",2
"20647","waihopai",2
"20648","waitaki",2
"20649","wakeup",2
"20650","waking",2
"20651","wallflower",2
"20652","wallywood",2
"20653","walsh",2
"20654","waltzes",2
"20655","wander",2
"20656","wane",2
"20657","warn",2
"20658","wars",2
"20659","wathan",2
"20660","watrin",2
"20661","wavering",2
"20662","weakens",2
"20663","weakling",2
"20664","weathered",2
"20665","weavings",2
"20666","wedged",2
"20667","wee",2
"20668","weekends",2
"20669","weinbach",2
"20670","weisinger",2
"20671","wellintegrated",2
"20672","welsh",2
"20673","wengang",2
"20674","werner",2
"20675","wesmar",2
"20676","westerly",2
"20677","westhofen",2
"20678","weyrich",2
"20679","whallop",2
"20680","wham",2
"20681","wheelhouse",2
"20682","whets",2
"20683","whimsically",2
"20684","whispered",2
"20685","whitcraft",2
"20686","whoa",2
"20687","wholeâ",2
"20688","wholemeal",2
"20689","wicked",2
"20690","wiedemen",2
"20691","wields",2
"20692","wien",2
"20693","wiggle",2
"20694","wilder",2
"20695","wildflowery",2
"20696","wildhurst",2
"20697","wilkins",2
"20698","willâ",2
"20699","willcock",2
"20700","winder",2
"20701","windsâ",2
"20702","windsor",2
"20703","wine.it",2
"20704","winegrapes",2
"20705","winegrower",2
"20706","winemakerâ",2
"20707","winie",2
"20708","wink",2
"20709","wipe",2
"20710","wires",2
"20711","wit",2
"20712","withdonn",2
"20713","withdrawing",2
"20714","wither",2
"20715","withholding",2
"20716","withno",2
"20717","witnessed",2
"20718","wizardry",2
"20719","wolves",2
"20720","womanâ",2
"20721","wonâ",2
"20722","wonderâ",2
"20723","woodchuck",2
"20724","woodenhead",2
"20725","woodgrain",2
"20726","woodpile",2
"20727","woodruff",2
"20728","woodspices",2
"20729","woop",2
"20730","wordenon",2
"20731","workingman",2
"20732","worldly",2
"20733","worrisome",2
"20734","worrying",2
"20735","wowed",2
"20736","wozniak",2
"20737","wrangled",2
"20738","wrappings",2
"20739","wreathe",2
"20740","wrenching",2
"20741","wrinkle",2
"20742","writes",2
"20743","writing",2
"20744","wth",2
"20745","xanic",2
"20746","yam",2
"20747","yannick",2
"20748","yasmin",2
"20749","yattarna",2
"20750","yeah",2
"20751","yearly",2
"20752","yeastily",2
"20753","yellowbird",2
"20754","yellowtail",2
"20755","yeoman",2
"20756","yogev",2
"20757","yorick",2
"20758","ysios",2
"20759","yung",2
"20760","zabaglione",2
"20761","zag",2
"20762","zagra",2
"20763","zaps",2
"20764","zels",2
"20765","zemmer",2
"20766","zen",2
"20767","zested",2
"20768","zestful",2
"20769","zesting",2
"20770","zests",2
"20771","zig",2
"20772","zigzags",2
"20773","zinfandal",2
"20774","zingâ",2
"20775","zingarelli",2
"20776","zipped",2
"20777","zisola",2
"20778","zones",2
"20779","zoomed",2
"20780","zull",2
"20781","0.53",1
"20782","0.6",1
"20783","0.8",1
"20784","04â",1
"20785","04s",1
"20786","05s",1
"20787","064",1
"20788","06s",1
"20789","09s",1
"20790","1,000â",1
"20791","1,030",1
"20792","1,110",1
"20793","1,150",1
"20794","1,280",1
"20795","1,300â",1
"20796","1,470",1
"20797","1,600",1
"20798","1,650",1
"20799","1,685",1
"20800","1,900",1
"20801","1,913",1
"20802","1,975",1
"20803","1.12",1
"20804","1.25",1
"20805","1.5l",1
"20806","1.7",1
"20807","1.86",1
"20808","10,600",1
"20809","10.5g",1
"20810","10.7",1
"20811","100â",1
"20812","100g",1
"20813","100ml",1
"20814","1016â",1
"20815","102",1
"20816","103",1
"20817","104",1
"20818","105",1
"20819","107th",1
"20820","108",1
"20821","10g",1
"20822","11.1",1
"20823","11.2",1
"20824","11.7",1
"20825","110,000",1
"20826","111",1
"20827","112",1
"20828","1194",1
"20829","12,100",1
"20830","12,500",1
"20831","12,700",1
"20832","125,000",1
"20833","126",1
"20834","1290",1
"20835","13,200",1
"20836","13,500",1
"20837","13.0.25",1
"20838","130,000",1
"20839","133",1
"20840","134",1
"20841","134,000",1
"20842","136,000",1
"20843","137",1
"20844","1375",1
"20845","1396",1
"20846","148",1
"20847","1492",1
"20848","15.0",1
"20849","150,000",1
"20850","152",1
"20851","153",1
"20852","159g",1
"20853","15s",1
"20854","16,056",1
"20855","16,300",1
"20856","16,500",1
"20857","16,663",1
"20858","16.7",1
"20859","160,000",1
"20860","1607",1
"20861","160g",1
"20862","161",1
"20863","1628",1
"20864","164",1
"20865","1649",1
"20866","165",1
"20867","1674",1
"20868","1690",1
"20869","1692",1
"20870","17,300",1
"20871","17,500",1
"20872","17,843",1
"20873","17.52",1
"20874","1705",1
"20875","171",1
"20876","172",1
"20877","172.4",1
"20878","1737",1
"20879","1739",1
"20880","1740",1
"20881","1744",1
"20882","1756",1
"20883","1759",1
"20884","1763",1
"20885","1780",1
"20886","1787",1
"20887","179",1
"20888","1790",1
"20889","1794",1
"20890","18.4",1
"20891","18.6",1
"20892","1803",1
"20893","1806",1
"20894","180â",1
"20895","1810",1
"20896","1811",1
"20897","1819",1
"20898","1820s",1
"20899","1829",1
"20900","183",1
"20901","1834",1
"20902","1839",1
"20903","1840s",1
"20904","1841",1
"20905","1844",1
"20906","185",1
"20907","1854",1
"20908","1859",1
"20909","1860s",1
"20910","1862",1
"20911","1864",1
"20912","1870",1
"20913","1873",1
"20914","1875",1
"20915","1877",1
"20916","1878",1
"20917","1889",1
"20918","1894",1
"20919","189g",1
"20920","19,000",1
"20921","190,000",1
"20922","1902",1
"20923","1913",1
"20924","1919",1
"20925","1924",1
"20926","1937",1
"20927","1938",1
"20928","1940",1
"20929","1944â",1
"20930","1947",1
"20931","1947â",1
"20932","1948",1
"20933","1949",1
"20934","194g",1
"20935","1951",1
"20936","1952",1
"20937","1953",1
"20938","1957",1
"20939","196",1
"20940","1960",1
"20941","1961",1
"20942","1962",1
"20943","1962â",1
"20944","1966",1
"20945","1970sâ",1
"20946","1971â",1
"20947","198",1
"20948","1990sâ",1
"20949","1993â",1
"20950","1995â",1
"20951","1998â",1
"20952","1998s",1
"20953","1999s",1
"20954","1st",1
"20955","2,061",1
"20956","2,328",1
"20957","2,370",1
"20958","2,800",1
"20959","2,940",1
"20960","2.19",1
"20961","2.3",1
"20962","2.6",1
"20963","2.77",1
"20964","20.1",1
"20965","20182023",1
"20966","20206â",1
"20967","20230",1
"20968","2026â",1
"20969","2030â",1
"20970","2042",1
"20971","2046",1
"20972","20â",1
"20973","21,696",1
"20974","21.3",1
"20975","21.5",1
"20976","210",1
"20977","22,000",1
"20978","22.4",1
"20979","22.5g",1
"20980","22.7âº",1
"20981","223",1
"20982","227",1
"20983","22g",1
"20984","23.6",1
"20985","23.75",1
"20986","233",1
"20987","235,000",1
"20988","23â",1
"20989","23g",1
"20990","24,000",1
"20991","24,146",1
"20992","24.2",1
"20993","244",1
"20994","245",1
"20995","24â",1
"20996","250,000",1
"20997","252",1
"20998","25â",1
"20999","25g",1
"21000","263",1
"21001","266",1
"21002","27,300",1
"21003","27.1",1
"21004","270,000",1
"21005","270.8g",1
"21006","272",1
"21007","277",1
"21008","28,000",1
"21009","28.75",1
"21010","290",1
"21011","2923",1
"21012","2936",1
"21013","296",1
"21014","2cv",1
"21015","2nd",1
"21016","3,100",1
"21017","3,200",1
"21018","3,232",1
"21019","3,300",1
"21020","3,319",1
"21021","3,440",1
"21022","3,576",1
"21023","3,600",1
"21024","3,690",1
"21025","3.1",1
"21026","3.2",1
"21027","3.3",1
"21028","3.7",1
"21029","3.9",1
"21030","305",1
"21031","31.4",1
"21032","31.5",1
"21033","315",1
"21034","32,000",1
"21035","325th",1
"21036","329",1
"21037","33,000",1
"21038","33.3",1
"21039","336",1
"21040","34,000",1
"21041","35,000",1
"21042","35.5",1
"21043","35.6",1
"21044","355",1
"21045","356",1
"21046","36,000",1
"21047","36.5",1
"21048","360",1
"21049","37,000",1
"21050","37.5",1
"21051","37.8",1
"21052","375ml",1
"21053","38.3",1
"21054","380",1
"21055","387",1
"21056","398",1
"21057","3bb",1
"21058","4,035",1
"21059","4,300",1
"21060","4,400",1
"21061","4,700",1
"21062","4,900",1
"21063","4.4",1
"21064","4.7",1
"21065","407",1
"21066","40g",1
"21067","41st",1
"21068","42,000",1
"21069","42.18",1
"21070","42.2",1
"21071","42.5â",1
"21072","420",1
"21073","422",1
"21074","43,000",1
"21075","43,200",1
"21076","43.5",1
"21077","430",1
"21078","44.5",1
"21079","445",1
"21080","452",1
"21081","45g",1
"21082","45th",1
"21083","460",1
"21084","47.32",1
"21085","47.5",1
"21086","49,000",1
"21087","5,080",1
"21088","5,500",1
"21089","5,800",1
"21090","5.1",1
"21091","5.2",1
"21092","5.35",1
"21093","5.6",1
"21094","50g",1
"21095","53â",1
"21096","54g",1
"21097","55,000",1
"21098","554",1
"21099","559",1
"21100","575",1
"21101","580",1
"21102","587",1
"21103","6.6g",1
"21104","6.8",1
"21105","60g",1
"21106","60th",1
"21107","62,000",1
"21108","62.5",1
"21109","640",1
"21110","650",1
"21111","690",1
"21112","7,500",1
"21113","7,525",1
"21114","7,600",1
"21115","7,800",1
"21116","7.1",1
"21117","7.3",1
"21118","7.9",1
"21119","70g",1
"21120","72,000",1
"21121","7200",1
"21122","728",1
"21123","73,000",1
"21124","730",1
"21125","731",1
"21126","750ml",1
"21127","752",1
"21128","77,500",1
"21129","772",1
"21130","790",1
"21131","7th",1
"21132","7up",1
"21133","8,093",1
"21134","8,400",1
"21135","8,500",1
"21136","8,606",1
"21137","8,950",1
"21138","8.1",1
"21139","8.3",1
"21140","8.4g",1
"21141","8.6",1
"21142","8.7",1
"21143","800th",1
"21144","828",1
"21145","84,000",1
"21146","845",1
"21147","84s",1
"21148","85.5",1
"21149","85â",1
"21150","86,000",1
"21151","869",1
"21152","875",1
"21153","9,008",1
"21154","9.1",1
"21155","9.5g",1
"21156","9.7",1
"21157","9.9g",1
"21158","90,000",1
"21159","946",1
"21160","950",1
"21161","961",1
"21162","97s",1
"21163","984",1
"21164","99.9",1
"21165","995",1
"21166","99s",1
"21167","a'plenty",1
"21168","a.i",1
"21169","a.v",1
"21170","a.v.a",1
"21171","a1611",1
"21172","a307",1
"21173","aand",1
"21174","abacelaâ",1
"21175","abadia",1
"21176","abbess",1
"21177","abbot",1
"21178","abc",1
"21179","abeilles",1
"21180","abel",1
"21181","abele",1
"21182","abernathy",1
"21183","aberrant",1
"21184","abetina",1
"21185","abeyance",1
"21186","abide",1
"21187","abiding",1
"21188","abilio",1
"21189","abiouness",1
"21190","abnormally",1
"21191","aboard",1
"21192","abondante",1
"21193","aboriginal",1
"21194","abovde",1
"21195","abraham",1
"21196","abraxas",1
"21197","abrazo",1
"21198","abrigo",1
"21199","abruptness",1
"21200","absberg",1
"21201","absense",1
"21202","absinthe",1
"21203","absorbingly",1
"21204","absorbs",1
"21205","absurd",1
"21206","abundanceâ",1
"21207","abupt",1
"21208","abuts",1
"21209","abuzz",1
"21210","acadia",1
"21211","acãºstic",1
"21212","acccessible",1
"21213","accelerate",1
"21214","acceptably",1
"21215","accesible",1
"21216","accessable",1
"21217","accesses",1
"21218","accessibile",1
"21219","accessorized",1
"21220","accident",1
"21221","acciderba",1
"21222","accolade",1
"21223","accoladesâ",1
"21224","accommodates",1
"21225","accommodating",1
"21226","accompained",1
"21227","accomplished",1
"21228","accomplishedâ",1
"21229","accompnaied",1
"21230","accorded",1
"21231","accordini",1
"21232","accordion",1
"21233","accountant",1
"21234","accrues",1
"21235","accuse",1
"21236","accused",1
"21237","aceri",1
"21238","acheived",1
"21239","achievementâ",1
"21240","achievements",1
"21241","achilles",1
"21242","achleiten",1
"21243","aciar",1
"21244","acicity",1
"21245","acidhounds",1
"21246","acidicy",1
"21247","acididty",1
"21248","aciditity",1
"21249","acidity.it",1
"21250","acidity.simple",1
"21251","acidiy",1
"21252","aciidty",1
"21253","aciprestes",1
"21254","acitity",1
"21255","ackhurst",1
"21256","acknowledgement",1
"21257","aco",1
"21258","acohol",1
"21259","acorns",1
"21260","acorny",1
"21261","acquavigna",1
"21262","acquisition",1
"21263","acquits",1
